order_item_id,order_id,product_id,quantity,unit_price,subtotal
866,280,28,2,133.59,267.18
867,280,30,4,104.02,416.08
868,280,128,5,168.3,841.5
869,280,153,3,252.55,757.65
870,281,196,5,60.29,301.45
871,281,12,1,45.01,45.01
872,282,194,2,211.92,423.84
873,282,107,5,57.84,289.2
874,283,149,2,38.98,77.96
875,283,11,5,119.07,595.35
876,284,5,1,11.83,11.83
877,284,125,2,278.57,557.14
878,285,73,2,69.78,139.56
879,285,107,3,161.69,485.07
880,285,178,4,79.37,317.48
881,285,198,2,187.05,374.1
882,285,122,1,182.91,182.91
883,286,157,3,131.44,394.32
884,286,23,5,78.33,391.65
885,286,161,1,296.11,296.11
886,286,78,1,189.48,189.48
887,287,130,2,90.15,180.3
888,287,57,2,42.67,85.34
889,287,119,2,208.71,417.42
890,287,198,4,154.27,617.08
891,287,161,2,204.33,408.66
892,288,14,3,92.66,277.98
893,289,65,4,22.55,90.2
894,289,86,1,278.2,278.2
895,289,158,2,55.82,111.64
896,289,195,1,150.66,150.66
897,290,19,2,219.2,438.4
898,291,149,3,76.71,230.13
899,291,84,1,104.57,104.57
900,291,108,1,78.75,78.75
901,291,51,4,262.26,1049.04
902,291,192,4,268.49,1073.96
903,292,121,5,150.47,752.35
904,293,38,2,122.32,244.64
905,293,56,2,142.73,285.46
906,293,157,2,193.28,386.56
907,293,117,3,68.63,205.89
908,294,9,5,27.29,136.45
909,294,178,2,42.21,84.42
910,295,118,3,73.75,221.25
911,295,108,3,185.04,555.12
912,295,44,5,272.61,1363.05
913,295,195,5,291.33,1456.65
914,296,23,5,151.86,759.3
915,296,106,2,181.55,363.1
916,297,72,2,81.86,163.72
917,297,4,4,178.04,712.16
918,297,187,5,284.4,1422.0
919,297,110,5,270.48,1352.4
920,298,12,5,19.74,98.7
921,298,11,5,124.34,621.7
922,298,121,1,141.2,141.2
923,298,188,2,34.09,68.18
924,299,178,4,285.47,1141.88
925,300,92,2,197.81,395.62
926,300,76,1,14.61,14.61
927,301,42,5,226.7,1133.5
928,301,181,1,293.15,293.15
929,301,118,4,233.82,935.28
930,302,48,1,259.5,259.5
931,302,95,1,121.6,121.6
932,302,161,3,163.96,491.88
933,302,119,3,133.5,400.5
934,303,179,5,240.39,1201.95
935,303,157,1,189.92,189.92
936,303,139,3,223.36,670.08
937,304,132,3,267.5,802.5
938,305,99,3,144.94,434.82
939,306,94,3,60.82,182.46
940,307,181,2,50.13,100.26
941,307,18,3,79.19,237.57
942,307,144,1,198.21,198.21
943,307,182,5,262.62,1313.1
944,307,199,2,228.41,456.82
945,308,83,3,156.02,468.06
946,308,91,4,90.36,361.44
947,309,96,3,141.19,423.57
948,310,135,5,270.83,1354.15
949,310,32,4,190.07,760.28
950,310,121,1,64.61,64.61
951,310,182,4,35.31,141.24
952,310,137,4,270.39,1081.56
953,311,20,3,42.48,127.44
954,311,28,2,153.93,307.86
955,311,43,2,160.99,321.98
956,312,76,4,291.17,1164.68
957,313,34,1,94.53,94.53
958,313,122,1,16.38,16.38
959,313,89,2,252.12,504.24
960,313,108,5,196.94,984.7
961,313,114,4,177.81,711.24
962,314,125,5,254.14,1270.7
963,314,152,4,142.81,571.24
964,314,171,5,48.26,241.3
965,315,44,4,117.84,471.36
966,315,67,3,233.22,699.66
967,315,59,1,53.01,53.01
968,316,117,2,216.42,432.84
969,316,43,3,62.85,188.55
970,316,159,2,253.4,506.8
971,317,42,1,21.92,21.92
972,317,61,3,176.6,529.8
973,318,67,5,215.06,1075.3
974,318,95,3,293.62,880.86
975,318,48,2,118.14,236.28
976,318,53,5,292.88,1464.4
977,319,78,2,284.85,569.7
978,319,32,3,55.25,165.75
979,319,7,5,292.91,1464.55
980,319,104,3,197.69,593.07
981,319,128,3,147.42,442.26
982,320,194,2,241.87,483.74
983,320,147,4,108.21,432.84
984,320,171,1,222.17,222.17
985,321,36,5,43.88,219.4
986,322,103,5,253.84,1269.2
987,323,92,5,195.97,979.85
988,323,24,5,162.66,813.3
989,323,84,3,66.75,200.25
990,323,15,1,166.13,166.13
991,324,174,4,66.38,265.52
992,324,172,3,184.91,554.73
993,324,23,5,283.58,1417.9
994,324,132,3,125.28,375.84
995,325,95,3,110.02,330.06
996,325,99,3,293.47,880.41
997,325,96,5,35.39,176.95
998,325,4,4,225.03,900.12
999,326,114,4,221.29,885.16
1000,326,74,4,50.46,201.84
1001,326,42,5,183.39,916.95
1002,326,187,2,70.25,140.5
1003,327,135,4,35.64,142.56
1004,327,86,4,195.24,780.96
1005,327,17,3,130.2,390.6
1006,327,152,5,144.0,720.0
1007,328,194,3,170.61,511.83
1008,328,36,1,248.6,248.6
1009,328,52,3,252.02,756.06
1010,328,48,3,153.28,459.84
1011,328,98,4,75.1,300.4
1012,329,40,3,97.04,291.12
1013,330,32,4,62.01,248.04
1014,330,168,2,18.24,36.48
1015,330,171,3,152.97,458.91
1016,330,74,1,183.67,183.67
1017,331,149,4,261.81,1047.24
1018,331,124,4,292.53,1170.12
1019,331,145,1,118.22,118.22
1020,332,5,2,102.7,205.4
1021,332,67,2,113.63,227.26
1022,332,42,1,89.06,89.06
1023,332,149,4,194.5,778.0
1024,332,15,3,24.12,72.36
1025,333,136,5,66.2,331.0
1026,333,164,2,231.75,463.5
1027,333,20,5,228.25,1141.25
1028,334,83,3,37.78,113.34
1029,334,81,5,111.96,559.8
1030,334,176,2,13.73,27.46
1031,334,78,5,91.6,458.0
1032,334,70,4,129.47,517.88
1033,335,27,2,155.97,311.94
1034,335,56,2,240.57,481.14
1035,336,158,5,213.65,1068.25
1036,336,177,1,131.02,131.02
1037,336,135,1,43.79,43.79
1038,336,137,2,277.78,555.56
1039,336,183,4,110.97,443.88
1040,337,36,5,231.43,1157.15
1041,337,114,3,59.93,179.79
1042,337,153,3,18.33,54.99
1043,338,57,2,258.47,516.94
1044,339,177,3,46.34,139.02
1045,339,59,2,294.51,589.02
1046,340,177,1,234.65,234.65
1047,340,196,4,22.32,89.28
1048,340,29,1,19.5,19.5
1049,340,20,5,182.01,910.05
1050,341,31,3,203.59,610.77
1051,341,65,1,236.88,236.88
1052,341,12,5,69.56,347.8
1053,341,17,2,63.58,127.16
1054,342,8,3,285.14,855.42
1055,342,24,3,112.13,336.39
1056,342,38,5,236.42,1182.1
1057,343,62,5,231.33,1156.65
1058,343,130,5,72.92,364.6
1059,343,146,2,289.63,579.26
1060,343,18,2,271.47,542.94
1061,343,26,5,11.25,56.25
1062,344,55,5,256.87,1284.35
1063,345,94,4,205.31,821.24
1064,345,179,1,62.44,62.44
1065,345,151,3,294.57,883.71
1066,345,48,4,72.13,288.52
1067,346,105,3,45.84,137.52
1068,346,29,1,160.71,160.71
1069,347,196,5,219.41,1097.05
1070,347,93,1,105.14,105.14
1071,347,181,1,121.58,121.58
1072,347,74,4,184.1,736.4
1073,348,176,5,128.1,640.5
1074,348,114,4,64.74,258.96
1075,348,58,1,269.47,269.47
1076,349,174,4,204.9,819.6
1077,349,95,4,137.03,548.12
1078,349,46,1,44.56,44.56
1079,349,4,4,126.17,504.68
1080,350,27,2,108.19,216.38
1081,350,190,5,254.76,1273.8
1082,350,44,4,45.59,182.36
1083,350,17,4,220.3,881.2
1084,350,94,3,231.79,695.37
1085,351,152,3,147.98,443.94
1086,351,70,5,285.53,1427.65
1087,351,194,4,158.3,633.2
1088,351,165,2,232.71,465.42
1089,351,103,1,45.43,45.43
1090,352,128,1,38.87,38.87
1091,352,60,1,250.78,250.78
1092,352,161,4,206.64,826.56
1093,352,35,2,120.95,241.9
1094,353,40,5,37.93,189.65
1095,353,78,1,201.7,201.7
1096,353,160,5,232.59,1162.95
1097,354,52,4,156.38,625.52
1098,354,76,5,109.64,548.2
1099,354,170,5,168.51,842.55
1100,354,128,1,297.3,297.3
1101,355,99,4,101.21,404.84
1102,356,114,2,171.42,342.84
1103,356,118,3,266.55,799.65
1104,356,10,2,152.52,305.04
1105,356,9,2,100.6,201.2
1106,357,125,4,201.41,805.64
1107,357,196,5,175.93,879.65
1108,357,29,4,173.04,692.16
1109,357,146,2,156.93,313.86
1110,358,68,5,206.17,1030.85
1111,358,127,3,102.93,308.79
1112,358,152,1,181.22,181.22
1113,358,97,2,252.7,505.4
1114,359,190,3,120.36,361.08
1115,359,150,4,110.08,440.32
1116,359,7,3,129.45,388.35
1117,360,170,2,81.8,163.6
1118,361,152,1,261.98,261.98
1119,361,22,1,107.89,107.89
1120,361,177,1,166.13,166.13
1121,362,118,4,174.72,698.88
1122,363,69,5,16.44,82.2
1123,363,6,3,119.53,358.59
1124,363,179,4,103.49,413.96
1125,363,121,1,244.4,244.4
1126,364,177,2,107.42,214.84
1127,365,196,3,115.36,346.08
1128,365,171,4,68.5,274.0
1129,365,87,1,253.7,253.7
1130,365,43,5,72.07,360.35
1131,365,158,3,23.77,71.31
1132,366,103,5,37.46,187.3
1133,366,58,3,89.27,267.81
1134,366,160,5,242.33,1211.65
1135,366,191,4,133.85,535.4
1136,366,24,3,240.73,722.19
1137,367,130,5,100.86,504.3
1138,367,77,4,126.66,506.64
1139,367,111,5,159.45,797.25
1140,368,47,2,177.27,354.54
1141,368,5,2,201.62,403.24
1142,368,161,4,87.69,350.76
1143,368,181,5,244.58,1222.9
1144,368,133,4,281.03,1124.12
1145,369,134,2,115.63,231.26
1146,370,62,3,254.79,764.37
1147,370,39,4,102.4,409.6
1148,371,163,2,255.32,510.64
1149,372,74,3,209.18,627.54
1150,372,166,2,127.69,255.38
1151,372,42,1,53.48,53.48
1152,373,63,3,144.6,433.8
1153,374,112,2,89.08,178.16
1154,374,109,1,84.93,84.93
1155,374,166,3,201.0,603.0
1156,374,10,2,196.84,393.68
1157,374,52,1,289.49,289.49
1158,375,6,5,96.4,482.0
1159,375,15,1,271.16,271.16
1160,375,22,4,270.05,1080.2
1161,375,81,1,125.09,125.09
1162,376,61,5,222.99,1114.95
1163,376,29,1,161.36,161.36
1164,377,199,2,183.94,367.88
1165,377,135,3,105.48,316.44
1166,377,65,5,223.79,1118.95
1167,377,128,2,281.29,562.58
1168,377,24,2,51.83,103.66
1169,378,55,4,128.42,513.68
1170,378,71,5,26.21,131.05
1171,379,96,4,147.7,590.8
1172,379,180,2,289.35,578.7
1173,379,29,2,115.26,230.52
1174,379,82,3,248.19,744.57
1175,379,140,1,197.16,197.16
1176,380,9,2,83.36,166.72
1177,380,190,4,99.68,398.72
1178,380,170,3,271.91,815.73
1179,380,14,1,165.11,165.11
1180,380,177,2,258.71,517.42
1181,381,3,1,281.52,281.52
1182,381,101,2,96.24,192.48
1183,381,66,2,275.6,551.2
1184,381,78,3,265.04,795.12
1185,382,9,4,146.61,586.44
1186,382,71,4,278.67,1114.68
1187,382,21,3,218.03,654.09
1188,382,200,1,249.07,249.07
1189,383,130,4,184.6,738.4
1190,383,17,5,223.95,1119.75
1191,383,91,4,211.6,846.4
1192,384,165,2,192.74,385.48
1193,385,1,2,192.2,384.4
1194,385,103,3,176.97,530.91
1195,386,41,2,159.74,319.48
1196,387,153,4,239.86,959.44
1197,387,176,3,140.92,422.76
1198,388,67,5,249.75,1248.75
1199,388,45,3,67.6,202.8
1200,389,95,5,75.09,375.45
1201,389,47,1,277.69,277.69
1202,389,101,5,191.71,958.55
1203,389,97,1,292.49,292.49
1204,390,68,2,24.43,48.86
1205,390,180,5,134.37,671.85
1206,391,39,2,284.69,569.38
1207,391,23,1,14.08,14.08
1208,391,95,5,136.19,680.95
1209,392,173,2,65.25,130.5
1210,392,127,3,93.5,280.5
1211,392,31,4,120.79,483.16
1212,392,58,4,258.33,1033.32
1213,393,56,4,62.3,249.2
1214,393,73,2,18.33,36.66
1215,393,187,3,78.28,234.84
1216,393,174,4,273.12,1092.48
1217,393,49,3,179.03,537.09
1218,394,22,3,292.57,877.71
1219,394,3,4,209.18,836.72
1220,394,121,4,215.44,861.76
1221,394,35,5,84.3,421.5
1222,395,143,1,25.1,25.1
1223,396,121,5,282.39,1411.95
1224,396,91,5,215.76,1078.8
1225,397,2,3,156.31,468.93
1226,398,78,2,290.73,581.46
1227,398,102,5,21.92,109.6
1228,398,172,2,85.47,170.94
1229,398,95,5,152.91,764.55
1230,399,120,3,215.96,647.88
1231,399,34,4,51.11,204.44
1232,399,23,1,100.84,100.84
1233,400,128,3,278.6,835.8
1234,400,72,3,271.8,815.4
1235,401,157,5,100.76,503.8
1236,401,195,2,101.5,203.0
1237,401,68,4,231.46,925.84
1238,402,143,4,25.42,101.68
1239,402,169,2,25.81,51.62
1240,403,10,3,57.42,172.26
1241,403,121,4,136.55,546.2
1242,404,11,5,150.7,753.5
1243,404,114,4,42.61,170.44
1244,404,92,2,45.85,91.7
1245,404,182,1,69.07,69.07
1246,405,47,5,248.54,1242.7
1247,405,44,5,268.35,1341.75
1248,405,192,5,71.58,357.9
1249,406,135,5,62.35,311.75
1250,407,64,4,206.29,825.16
1251,408,7,1,124.3,124.3
1252,408,73,5,279.44,1397.2
1253,408,175,1,252.71,252.71
1254,409,8,4,250.89,1003.56
1255,409,21,4,141.67,566.68
1256,410,153,3,291.22,873.66
1257,410,169,5,285.75,1428.75
1258,410,2,3,284.74,854.22
1259,411,34,3,241.45,724.35
1260,411,55,1,168.67,168.67
1261,411,13,5,120.59,602.95
1262,411,165,4,83.99,335.96
1263,411,73,2,289.85,579.7
1264,412,23,4,236.04,944.16
1265,412,6,3,197.67,593.01
1266,412,54,2,44.96,89.92
1267,412,42,4,242.31,969.24
1268,413,176,3,202.99,608.97
1269,413,155,3,158.66,475.98
1270,413,34,4,139.17,556.68
1271,414,122,4,36.15,144.6
1272,414,69,4,245.18,980.72
1273,414,145,5,64.03,320.15
1274,414,154,4,36.94,147.76
1275,415,88,2,279.88,559.76
1276,415,119,5,192.56,962.8
1277,415,174,5,34.34,171.7
1278,415,58,4,136.82,547.28
1279,415,166,4,97.1,388.4
1280,416,176,2,161.69,323.38
1281,416,77,3,174.87,524.61
1282,417,20,4,129.77,519.08
1283,417,12,4,201.64,806.56
1284,417,132,5,245.71,1228.55
1285,417,28,3,83.9,251.7
1286,417,131,1,232.9,232.9
1287,418,30,4,62.06,248.24
1288,419,101,1,130.7,130.7
1289,419,12,3,101.03,303.09
1290,420,194,3,108.98,326.94
1291,420,172,2,71.2,142.4
1292,420,116,1,226.63,226.63
1293,420,160,5,85.19,425.95
1294,421,112,5,15.19,75.95
1295,422,30,4,143.44,573.76
1296,422,4,4,261.94,1047.76
1297,422,44,5,220.5,1102.5
1298,422,168,3,189.35,568.05
1299,423,93,1,46.27,46.27
1300,423,177,1,65.32,65.32
1301,423,173,1,211.84,211.84
1302,423,102,2,259.1,518.2
1303,423,78,2,149.51,299.02
1304,424,167,4,254.2,1016.8
1305,424,62,5,65.36,326.8
1306,425,198,4,132.33,529.32
1307,425,119,1,58.16,58.16
1308,425,38,2,224.24,448.48
1309,426,125,5,80.35,401.75
1310,426,121,3,175.12,525.36
1311,426,6,4,24.76,99.04
1312,426,116,1,39.76,39.76
1313,427,107,5,222.0,1110.0
1314,427,127,3,20.72,62.16
1315,427,189,4,150.96,603.84
1316,427,149,5,220.13,1100.65
1317,428,60,1,132.37,132.37
1318,428,183,3,170.43,511.29
1319,428,16,3,268.92,806.76
1320,428,136,4,267.84,1071.36
1321,429,127,5,282.29,1411.45
1322,430,115,1,56.78,56.78
1323,430,179,2,146.07,292.14
1324,430,112,4,77.3,309.2
1325,431,151,3,277.29,831.87
1326,431,176,4,48.03,192.12
1327,432,186,4,251.58,1006.32
1328,432,183,3,240.82,722.46
1329,432,100,2,190.32,380.64
1330,433,177,4,47.43,189.72
1331,433,192,2,55.32,110.64
1332,433,23,4,39.25,157.0
1333,434,127,5,23.63,118.15
1334,434,78,1,114.04,114.04
1335,434,61,3,113.53,340.59
1336,434,54,2,60.66,121.32
1337,435,9,5,75.73,378.65
1338,435,17,5,74.98,374.9
1339,435,87,3,298.15,894.45
1340,435,111,3,233.11,699.33
1341,435,30,5,87.56,437.8
1342,436,177,5,204.14,1020.7
1343,436,132,1,278.71,278.71
1344,437,118,5,186.79,933.95
1345,437,194,1,248.84,248.84
1346,437,29,1,157.11,157.11
1347,437,28,2,192.67,385.34
1348,438,93,3,215.36,646.08
1349,438,41,5,154.52,772.6
1350,439,40,3,107.03,321.09
1351,440,32,4,291.18,1164.72
1352,440,52,1,81.13,81.13
1353,441,88,1,87.13,87.13
1354,441,74,4,114.58,458.32
1355,441,130,2,53.96,107.92
1356,441,44,5,132.29,661.45
1357,442,36,4,276.22,1104.88
1358,442,110,4,286.02,1144.08
1359,443,175,1,218.1,218.1
1360,443,93,5,283.65,1418.25
1361,443,8,1,108.1,108.1
1362,443,114,4,294.75,1179.0
1363,443,38,2,135.87,271.74
1364,444,195,2,271.72,543.44
1365,444,10,1,293.53,293.53
1366,444,170,5,292.06,1460.3
1367,444,165,4,126.57,506.28
1368,445,78,1,249.82,249.82
1369,445,185,5,187.01,935.05
1370,445,191,2,213.08,426.16
1371,445,81,4,196.72,786.88
1372,445,89,5,191.05,955.25
1373,446,167,2,265.47,530.94
1374,446,114,1,20.71,20.71
1375,446,179,3,123.09,369.27
1376,446,89,2,160.93,321.86
1377,446,104,5,92.33,461.65
1378,447,131,5,100.54,502.7
1379,448,194,1,18.08,18.08
1380,448,163,5,181.82,909.1
1381,448,41,2,251.34,502.68
1382,449,186,1,222.27,222.27
1383,449,109,3,85.32,255.96
1384,449,130,5,112.79,563.95
1385,450,194,1,140.12,140.12
1386,451,189,5,174.01,870.05
1387,451,2,5,254.89,1274.45
1388,451,117,2,111.59,223.18
1389,451,87,3,203.4,610.2
1390,451,61,5,205.0,1025.0
1391,452,134,3,159.76,479.28
1392,452,189,2,248.61,497.22
1393,452,64,3,141.74,425.22
1394,452,27,2,216.37,432.74
1395,453,21,2,148.1,296.2
1396,453,24,4,32.63,130.52
1397,453,16,5,126.79,633.95
1398,453,109,5,160.48,802.4
1399,454,68,4,298.98,1195.92
1400,454,150,4,222.19,888.76
1401,454,128,4,248.9,995.6
1402,454,163,2,156.67,313.34
1403,455,183,5,260.34,1301.7
1404,455,118,1,211.39,211.39
1405,455,34,4,147.26,589.04
1406,455,181,2,283.77,567.54
1407,456,31,1,45.04,45.04
1408,456,155,5,93.97,469.85
1409,456,105,5,54.45,272.25
1410,457,79,3,150.91,452.73
1411,457,96,2,51.21,102.42
1412,457,78,5,132.3,661.5
1413,458,73,4,10.59,42.36
1414,458,56,5,111.1,555.5
1415,458,47,1,131.09,131.09
1416,459,80,4,251.98,1007.92
1417,459,145,5,48.5,242.5
1418,459,116,2,156.37,312.74
1419,459,87,4,230.88,923.52
1420,459,97,4,53.19,212.76
1421,460,23,5,128.78,643.9
1422,460,160,2,271.06,542.12
1423,460,171,3,166.88,500.64
1424,461,189,2,215.08,430.16
1425,461,72,5,192.72,963.6
1426,461,166,3,172.69,518.07
1427,461,23,1,196.73,196.73
1428,462,50,5,167.12,835.6
1429,463,146,5,64.91,324.55
1430,464,129,5,62.12,310.6
1431,464,5,1,89.73,89.73
1432,464,31,2,81.12,162.24
1433,464,169,5,138.82,694.1
1434,465,156,4,259.96,1039.84
1435,465,83,1,108.58,108.58
1436,465,103,2,130.32,260.64
1437,465,151,5,102.03,510.15
1438,465,12,3,36.39,109.17
1439,466,139,2,92.74,185.48
1440,467,66,1,54.72,54.72
1441,467,197,4,206.79,827.16
1442,468,158,3,62.61,187.83
1443,469,77,4,38.63,154.52
1444,470,106,3,118.89,356.67
1445,470,83,1,25.03,25.03
1446,471,193,5,78.57,392.85
1447,471,153,5,228.18,1140.9
1448,472,30,4,170.4,681.6
1449,472,69,1,150.4,150.4
1450,472,16,4,193.72,774.88
1451,472,82,1,88.05,88.05
1452,473,173,2,98.33,196.66
1453,473,26,4,139.32,557.28
1454,473,64,5,68.99,344.95
1455,473,196,2,118.25,236.5
1456,473,143,2,236.78,473.56
1457,474,109,4,288.71,1154.84
1458,474,143,5,93.87,469.35
1459,474,116,2,10.15,20.3
1460,474,11,4,89.25,357.0
1461,474,1,3,253.44,760.32
1462,475,90,5,91.57,457.85
1463,475,162,2,224.35,448.7
1464,475,55,5,30.27,151.35
1465,475,150,1,124.63,124.63
1466,476,36,5,299.65,1498.25
1467,477,54,3,194.19,582.57
1468,477,157,4,89.16,356.64
1469,477,130,3,109.06,327.18
1470,477,82,4,288.1,1152.4
1471,478,5,1,186.54,186.54
1472,478,178,1,271.41,271.41
1473,478,35,2,129.81,259.62
1474,479,196,1,166.2,166.2
1475,479,101,4,204.94,819.76
1476,479,138,3,291.88,875.64
1477,479,21,4,249.96,999.84
1478,480,100,1,46.17,46.17
1479,480,46,3,281.5,844.5
1480,480,197,4,12.71,50.84
1481,481,195,3,207.35,622.05
1482,482,50,3,244.43,733.29
1483,482,24,2,77.92,155.84
1484,482,158,4,290.51,1162.04
1485,483,72,4,272.3,1089.2
1486,484,54,1,262.27,262.27
1487,484,2,5,155.08,775.4
1488,484,51,2,170.01,340.02
1489,484,164,5,204.92,1024.6
1490,484,102,5,173.88,869.4
1491,485,151,2,226.32,452.64
1492,486,67,2,265.48,530.96
1493,486,146,3,65.63,196.89
1494,487,178,5,188.18,940.9
1495,488,117,1,257.61,257.61
1496,488,1,3,135.43,406.29
1497,488,110,4,89.46,357.84
1498,488,165,5,145.3,726.5
1499,488,173,3,159.99,479.97
1500,489,185,2,23.61,47.22
1501,490,137,4,66.43,265.72
1502,490,115,1,265.22,265.22
1503,490,81,1,297.17,297.17
1504,490,2,2,293.64,587.28
1505,491,20,3,100.12,300.36
1506,491,64,1,18.07,18.07
1507,491,51,4,244.33,977.32
1508,491,43,5,241.18,1205.9
1509,492,65,4,79.11,316.44
1510,492,64,3,251.42,754.26
1511,492,28,3,160.7,482.1
1512,493,19,5,189.66,948.3
1513,493,199,1,191.34,191.34
1514,494,32,3,268.11,804.33
1515,494,22,1,236.96,236.96
1516,494,16,1,276.53,276.53
1517,494,9,4,25.88,103.52
1518,494,97,5,191.58,957.9
1519,495,27,1,172.17,172.17
1520,496,98,5,228.06,1140.3
1521,496,103,2,260.72,521.44
1522,496,25,5,13.07,65.35
1523,497,119,3,198.76,596.28
1524,497,110,1,141.67,141.67
1525,497,159,3,180.46,541.38
1526,497,26,1,39.77,39.77
1527,498,183,2,194.83,389.66
1528,498,18,3,113.05,339.15
1529,498,152,4,220.13,880.52
1530,498,50,4,63.91,255.64
1531,498,147,2,241.13,482.26
1532,499,33,3,179.5,538.5
1533,500,167,5,234.88,1174.4
1534,500,194,2,146.15,292.3
1535,500,92,5,109.43,547.15
1536,500,80,3,291.37,874.11
1537,500,150,5,180.06,900.3
1538,501,15,5,247.55,1237.75
1539,501,61,5,259.01,1295.05
1540,502,89,2,237.72,475.44
1541,502,51,3,64.9,194.7
1542,502,52,4,211.48,845.92
1543,502,164,4,183.92,735.68
1544,503,149,5,96.88,484.4
1545,503,145,3,57.05,171.15
1546,503,86,4,264.06,1056.24
1547,504,127,2,276.78,553.56
1548,505,178,4,190.93,763.72
1549,505,59,2,149.41,298.82
1550,506,190,4,63.42,253.68
1551,506,97,1,115.21,115.21
1552,506,53,1,113.78,113.78
1553,507,30,5,274.68,1373.4
1554,507,37,3,22.72,68.16
1555,507,75,1,67.74,67.74
1556,507,113,3,60.49,181.47
1557,507,50,3,218.45,655.35
1558,508,142,2,16.22,32.44
1559,508,63,3,274.08,822.24
1560,508,46,1,251.11,251.11
1561,509,98,1,108.12,108.12
1562,509,168,2,98.46,196.92
1563,510,95,2,282.93,565.86
1564,510,96,5,265.67,1328.35
1565,511,31,2,265.98,531.96
1566,512,49,5,119.67,598.35
1567,512,50,3,102.2,306.6
1568,513,163,5,180.31,901.55
1569,513,63,5,95.3,476.5
1570,513,12,2,105.02,210.04
1571,513,196,1,192.53,192.53
1572,514,33,4,70.67,282.68
1573,514,131,1,237.54,237.54
1574,514,150,5,28.8,144.0
1575,515,100,4,160.47,641.88
1576,515,193,2,103.32,206.64
1577,515,166,3,162.38,487.14
1578,515,131,4,217.53,870.12
1579,515,96,4,147.38,589.52
1580,516,103,2,73.65,147.3
1581,516,164,2,141.09,282.18
1582,516,150,2,124.8,249.6
1583,516,167,3,133.25,399.75
1584,516,10,4,175.69,702.76
1585,517,66,2,227.96,455.92
1586,517,141,3,138.9,416.7
1587,517,22,3,76.74,230.22
1588,518,120,5,190.12,950.6
1589,519,116,3,243.3,729.9
1590,519,120,3,89.17,267.51
1591,519,111,1,62.06,62.06
1592,519,105,2,87.02,174.04
1593,520,92,1,95.4,95.4
1594,521,132,2,38.53,77.06
1595,521,140,1,114.46,114.46
1596,521,165,5,68.08,340.4
1597,521,21,2,205.77,411.54
1598,521,71,3,97.78,293.34
1599,522,49,2,299.53,599.06
1600,522,181,5,274.58,1372.9
1601,522,155,1,233.31,233.31
1602,523,89,1,146.87,146.87
1603,523,104,5,296.88,1484.4
1604,523,149,2,260.98,521.96
1605,524,59,2,147.58,295.16
1606,524,186,5,180.22,901.1
1607,525,194,1,100.78,100.78
1608,525,120,2,134.34,268.68
1609,525,185,4,70.77,283.08
1610,525,119,4,257.34,1029.36
1611,525,88,1,118.65,118.65
1612,526,33,3,108.54,325.62
1613,526,79,4,133.45,533.8
1614,526,189,4,231.21,924.84
1615,526,3,5,96.88,484.4
1616,526,128,5,16.73,83.65
1617,527,36,2,293.39,586.78
1618,528,146,5,176.41,882.05
1619,528,162,4,294.24,1176.96
1620,528,155,2,285.11,570.22
1621,529,137,4,64.61,258.44
1622,530,85,5,288.95,1444.75
1623,531,24,5,61.5,307.5
1624,531,44,5,151.69,758.45
1625,531,27,2,67.7,135.4
1626,532,73,5,30.28,151.4
1627,532,53,1,116.9,116.9
1628,532,60,1,59.82,59.82
1629,532,75,4,123.41,493.64
1630,533,34,5,131.33,656.65
1631,534,100,2,47.67,95.34
1632,535,80,4,56.04,224.16
1633,535,111,5,282.34,1411.7
1634,536,52,3,68.48,205.44
1635,536,129,2,139.25,278.5
1636,536,184,4,185.4,741.6
1637,536,176,2,162.49,324.98
1638,536,118,5,264.97,1324.85
1639,537,119,1,93.48,93.48
1640,537,148,4,110.56,442.24
1641,537,11,3,123.41,370.23
1642,537,189,2,130.36,260.72
1643,538,159,4,142.76,571.04
1644,538,188,2,212.56,425.12
1645,539,101,1,79.5,79.5
1646,540,71,5,94.64,473.2
1647,540,161,1,212.42,212.42
1648,541,127,5,45.15,225.75
1649,541,106,3,32.18,96.54
1650,542,130,3,128.92,386.76
1651,543,65,5,22.93,114.65
1652,543,54,1,31.22,31.22
1653,544,98,2,125.03,250.06
1654,544,88,1,82.67,82.67
1655,544,191,2,104.85,209.7
1656,544,103,4,150.57,602.28
1657,545,22,5,200.53,1002.65
1658,546,36,2,253.15,506.3
1659,546,121,5,39.14,195.7
1660,546,72,3,45.99,137.97
1661,546,42,4,58.84,235.36
1662,547,174,3,54.5,163.5
1663,548,46,1,268.87,268.87
1664,548,56,5,72.68,363.4
1665,548,183,1,252.58,252.58
1666,549,165,4,210.19,840.76
1667,549,170,4,25.19,100.76
1668,549,184,1,24.1,24.1
1669,549,169,4,232.45,929.8
1670,549,27,2,118.64,237.28
1671,550,52,1,132.28,132.28
1672,550,24,1,107.75,107.75
1673,551,175,1,73.95,73.95
1674,551,172,1,241.1,241.1
1675,552,186,1,130.54,130.54
1676,552,43,1,246.52,246.52
1677,553,144,5,70.05,350.25
1678,553,161,5,124.56,622.8
1679,553,49,4,45.02,180.08
1680,554,28,3,60.34,181.02
1681,554,92,4,199.65,798.6
1682,555,100,2,143.04,286.08
1683,556,169,3,198.47,595.41
1684,557,12,4,97.43,389.72
1685,557,18,5,154.87,774.35
1686,557,56,1,216.62,216.62
1687,558,44,4,206.58,826.32
1688,558,65,2,106.28,212.56
1689,558,25,3,293.62,880.86
